,2022,2021,2020,2019,2018,2017,2016,2015,2014
LUBAWA,-21.44958287119642,139.62329558585625,29.842460615153787,-32.22493390278625,-15.89120766335956,28.922703715955457,-23.15058045928312,-36.471791559000856,185.76
BOOMBIT,19.11983869553783,165.21739130434784,86.02,,,,,,
LENA,15.84003341338624,12.577877042435645,32.03476641316155,-44.17778547911973,24.067505105879825,-7.881968511733828,-2.169911847331211,-4.1593166836876705,107.71
HYDROTOR,32.743362831858406,-21.47232037691402,0.0,-9.110373621667906,-0.1283010798674271,3.3024077755688035,17.645530145530163,-10.833043679759019,86.31
CORMAY,0.0,14.78013511911817,-9.735744089012512,-20.34938219002982,-11.467370803470402,-8.768669557436839,53.01737756714059,-63.2090824550527,258.08
EUROTEL,31.43401619818961,27.27382973562941,13.690886529711834,-17.906055461233723,24.121944366395034,26.857957583318495,3.314306757503217,-9.438052359513085,59.97
PROJPRZEM,-22.97549833887043,21.050647228855098,-40.888492682564454,40.717123144470015,97.15581203627367,0.7475083056478542,54.507539300609544,-46.763450042698544,58.55
ODLEWNIE,19.425431408464274,32.106469689251156,18.735823378194468,-9.336440910337267,-8.078134845620664,32.4044718838645,39.43694741740345,-19.69357249626309,53.52
MOSTALWAR,28.174603174603167,29.896907216494853,86.53846153846152,-55.17241379310345,-56.63551401869159,-17.692307692307693,116.66666666666667,33.63028953229399,89.8
BERLING,16.12206319200648,-4.092204092204088,5.76633337898917,6.11918604651164,-8.193221243661597,-8.17301801249847,22.3721697405908,-42.51357641582623,116.01
ADIUVO,-46.303630363036305,-16.974928072338667,-12.271634615384624,-43.432145771008976,-48.04295605482548,23.60492533403195,229.02,,
OPTEAM,-17.22194178024567,63.62885462555066,103.07520268381323,13.95348837209303,-53.15624533651694,-20.528937381404162,131.01369863013696,-48.9795918367347,71.54
EKOEXPORT,-28.547698149027052,-41.52095475992228,108.38635049161367,-64.89696477514974,-44.39489726800632,27.97803944231741,-50.50945622251617,-41.825253218527074,480.81
TRANSPOL,37.15804283257776,-6.979787698124178,7.503517273722053,-44.557115617958054,57.68757687576874,226.79767753461365,-14.411314984709477,-41.42409314823107,44.66
DELKO,-1.0055038103302316,41.05703194983577,57.748469147432886,-30.39344262295082,-12.670007158196128,30.952380952380935,80.2027027027027,-30.483795209018314,42.58
PROTEKTOR,-19.85981308411215,4.3584273087473315,-24.84251517581033,19.227092721562197,28.33859095688749,-0.3492839678658675,9.462817816861012,-1.7837025910627033,53.26
BIOMEDLUB,-48.05772160975173,753.3731069297843,0.0,-22.07652878769817,66.2504954419342,-45.44864864864865,92.5,,
INTROL,2.9756617516432837,72.27237949502678,-24.520674520674525,-45.82994431583558,-33.70250539240086,9.03663500678427,-9.784560143626578,5.747324818778056,231.76
KRVITAMIN,-9.845216950012686,269.75762314308054,-37.86436066848037,109.99795960008161,-48.049607801568804,-26.817159258397325,128.91,,
INTERSPPL,-0.9237265769332315,-38.86737657308809,45.62969924812029,-19.133574007220215,91.73041894353372,-7.947686116700205,105.79710144927536,-62.58714175058094,38.73
LSISOFT,9.745322245322246,-37.885391444713484,63.80222104706505,-17.152245345016425,53.85911695315132,151.44067796610167,-17.77003484320557,-49.41839971801199,28.37
SEKO,-7.982722764357695,1.0670978172999137,1.0951291271657433,0.11454753722795007,33.74917925147735,33.168172544447664,-18.619544592030348,-11.70680628272252,47.75
MOSTALZAB,46.243823737017244,60.62520246193716,72.50628667225483,-62.5,-44.349854227405245,-15.442264076521049,-38.73803123206573,13.263770099213131,292.3
WOJAS,-9.407492985641198,1.6951997314535165,23.68694208013285,-25.201863354037272,-4.860392967942078,-13.880407124681929,-19.47546357955128,21.64755732801596,80.24
HOLLYWOOD,0.0,-0.10114632501686155,31.3842746400886,-23.72022301064369,59.19,,,,
PHARMENA,-10.884078494841194,67.9008152173913,58.88,,,,,,
REINO,36.18187681393098,7.15272978576365,57.88,,,,,,
SYGNITY,-2.424271750701631,257.48140460128,37.83977110157369,25.119331742243418,-42.20689655172413,-28.03077304876536,-50.32973805855162,-31.30239647726311,236.18
MEDICALG,-4.061482084690549,70.88189250304399,-39.61768721772922,-86.76719944405838,-35.227446638038906,45.12803762738437,17.196711019920677,653.09,
OTLOG,101.8628768964855,-9.206625980819531,13.812264338162336,-80.42118351012161,-13.363853637189886,22.366849281212662,-30.549834077125528,-15.614136732329086,414.24
IPOPEMA,-25.687581398912126,129.4831223628692,58.30782076259395,-10.443668993020932,-30.201809324982605,-11.528397722025554,-44.781574026857044,-48.82567849686848,229.92
APSENERGY,71.96881091617934,-8.994145822245876,-10.310262529832942,-24.91936447258391,-15.623425057957869,-12.466913710958186,113.34,,
RADPOL,33.201892744479494,58.358608385370225,35.648596321393995,-29.871011541072644,-25.624842211562733,-52.17338807051436,-18.787997646597383,-36.304300302926194,320.21
INTERFERI,61.63065995856764,21.459381739755568,3.2473557246242346,0.0,-17.77540433323162,0.0,7.14402484878209,-11.206270866598924,68.89
SUWARY,44.57642605403995,39.493809176984705,-18.49213416444048,47.925356750823276,22.150710646285862,-21.56079091291544,-26.94021822652527,-10.76522216127264,72.92
ACTION,179.32142519610622,99.9810999811,9.86295681063123,-7.491356127545151,-24.19918462434479,-85.98367346938775,-35.85463875688908,-4.187989163154724,797.28
SESCOM,107.14285714285715,11.999999999999996,-10.071942446043169,58.38,,,,,
RANKPROGR,29.612379807692296,27.852477910103726,-11.941813261163727,-16.755843424387493,2.1429598734359194,83.31136303717375,-60.61675838438376,-58.887560829847175,234.26
IZOBLOK,49.60427807486631,-9.556974269684655,51.09617071031861,-73.02688638334779,-43.93510741755813,47.47066492829204,153.4,,
RELPOL,36.71761280931587,7.912821519732969,-31.16637383430193,1.3145282760509294,-4.160104986876642,1.0208139997348482,30.81859174471039,-28.56788899900892,80.72
ELZAB,-30.354424874972818,92.54762403181913,-26.36041313396023,-55.825672454885925,-38.553914389723424,-14.392663968191426,6.136182184541704,171.22087028253245,96.98
PROCHEM,30.12902053425404,17.184838160136287,-6.973058637083986,-36.55900464999371,15.87301587301586,3.1081081081081194,3.0003093102381655,-40.71153493489823,109.06
BBIDEV,36.76392572944297,-19.56475357371452,-21.398624853261786,-10.933532486930545,-23.81656804733727,-10.636567012405948,-18.26115867342698,-42.49868565693256,209.23
HELIO,57.79816513761468,16.577540106951872,19.871794871794872,-32.467532467532465,23.003194888178907,170.60518731988472,-36.09576427255985,-40.329670329670336,45.5
FASING,27.02867602196461,-29.20086393088552,-10.23652578518806,-1.1877394636015413,18.55553032023621,-18.56852228592565,2.366527830367285,-11.878545211878542,59.94
BEDZIN,-32.845579078455785,-28.431372549019617,-33.0948121645796,-20.812182741116747,16.9543007041281,55.395837803046575,20.907911802853445,-38.73172282263192,62.92
MAKARONPL,21.050635311966627,18.761261261261257,6.653855392745606,-8.5255987695012,-23.717733825008377,8.948137326515702,-1.1730734524454045,55.60235888795282,35.61
STARHEDGE,-1.1111111111111234,-9.999999999999998,-7.407407407407414,25.58139534883721,769.8850574712644,37.65822784810125,-75.40856031128405,12.85,
TOWERINVT,5.283867341202931,-59.43912448700411,27.72277227722771,-32.560879811468965,50.92,,,,
PATENTUS,10.449285228046303,-32.70728355474118,84.99999999999997,-21.56862745098039,30.769230769230756,30.000000000000014,-47.36842105263158,-53.658536585365844,72.57
POZBUD,69.2947275750758,134.25756186984418,-23.11486962649753,-41.11422346716465,23.719676549865238,-39.379084967320274,10.3460118485447,-12.29668674698796,132.8
BUMECH,534.2432267264209,13.188840212128213,191.26930826057753,-39.000409668168786,-44.32025547445256,-8.11150702158876,285.3796445880452,-58.37256220578346,29.74
ELEKTROTI,-8.85057471264368,41.85883997204752,-7.717110920034401,-46.74298797939324,-26.28691983122363,-35.83843196707997,82.2658640086845,12.77685030606567,89.85
BAHOLDING,-18.51612903225806,-25.391095066185315,-39.7651493186431,-83.56327590726046,419.67,,,,
MIRACULUM,25.593601599600106,-1.7436149312377232,-16.471794871794874,0.34993824619185204,163.7350705754614,-8.12967581047381,139.26014319809067,-65.57107641741989,24.34
LABOPRINT,42.8944246737841,4.486861675756061,-14.224962789708691,-13.911770089694308,129.53781512605042,-37.58195646472594,38.13,,
MEDIACAP,102.90392338585113,-17.884322678843237,28.15344603381014,-20.1038961038961,-23.988153998025663,50.65,,,
TALEX,17.391304347826086,-11.1969111969112,12.608695652173916,-37.36383442265795,-12.488083889418494,-1.502347417840377,-2.293577981651387,61.24260355029587,40.56
RAFAMET,13.426573426573428,67.40374609781477,-9.722874589008926,-19.70582689043938,-29.06634563937935,27.186117727118074,-17.513331462250918,2.2381635581061725,69.7
KPPD,114.55737704918033,22.588424437299036,5.513146734520789,-19.99547613662068,4.812707444286394,6.327199395008818,-15.685441020191277,19.204459082847727,39.47
VIVID,-28.287551139684386,39.40793047256925,-4.039614281991132,-40.465477114041896,-39.466516389593316,106.47,,,
MAXCOM,-8.834027364663887,-8.442265795206975,-13.375796178343954,-25.487783441729654,56.89,,,,
PAMAPOL,69.84627512810407,39.05179501233214,-1.8558364712210804,6.992805755395683,-28.571428571428566,8.521079634173544,125.05020080321282,-71.33812949640287,69.5
URSUS,-64.86550259556394,18.412964515227728,-63.065015479876166,-58.75542691751085,79.17937766931055,0.8382680919787767,54.027481639421936,22.13541666666666,69.12
VENTUREIN,25.679347826086964,85.7543466068424,-19.79307242465138,-72.8604565987059,163.82,,,,
BOWIM,155.68347656883412,75.54796470253345,-35.016648168701444,-28.784086418126723,-4.886605688510219,133.7042459736457,13.643926788685516,-58.379501385041564,72.2
HMINWEST,144.38610662358641,-29.337899543378988,35.04,,,,,,
ARTIFEX,12.290114257327362,187.73584905660385,-29.99799879927957,-41.391039174290405,-63.91111111111111,236.25,,,
SUNEX,-29.36344969199179,193.03724928366762,110.74879227053141,63.1527093596059,-24.647364513734225,-37.61000463177396,21.59,,
08OCTAVA,22.894959166432,3.4673659673659607,-2.1943573667711687,-17.162417374881954,-12.388831437435371,11.895394584586901,17.418478260869577,6.174264281592616,34.66
VISTAL,-6.964764063465902,43.664890467732384,88.7150837988827,49.91624790619765,-89.98490186210367,-13.149267866249005,11.674259681093401,122.92,
POLWAX,-34.06837471246133,280.7610993657505,-54.07766990291262,-36.65436654366544,-31.151705782724413,12.946642071462723,-13.533790170132322,169.28,
KCI,73.95769151776547,47.27767695099817,2.5752404591995206,-43.37666900913563,20.287404902789522,-9.96955859969559,621.978021978022,-54.52841973766395,16.01
TESGAS,-20.446880269814493,44.106925880923434,11.55540494747543,28.081597222222232,-33.86911595866821,-5.248844166440032,-9.254689042448174,3.47293156281922,39.16
SWISSMED,57.355769230769205,26.867947544983235,470.2608695652174,13.188976377952756,-33.06982872200263,-19.9367088607595,-29.569093610698367,-53.19888734353268,28.76
OTMUCHOW,107.10141564168018,32.015931372549026,-24.68850946008307,6.25153223829371,6.668410041840996,-45.65866136137559,-34.20905011219147,-14.033113647323589,124.42
MEGARON,31.191222570532908,-17.809983896940423,-4.16666666666666,-15.492957746478885,-7.3017408123791006,9.417989417989425,-30.000000000000004,-4.62734016248675,56.62
AIRWAY,-55.752671438945946,212.5486381322957,-18.7779826178562,-8.461909353905492,-59.42482637190649,102.23,,,
NTTSYSTEM,0.0,132.4227642276423,-6.705097087378643,6.254029658284981,-21.128909229595727,5.555555555555556,39.393939393939384,-31.07271789582259,38.78
HERKULES,26.482854494902707,40.58631921824104,-73.29738192571975,-17.24013820904117,-1.5380253738748428,-20.731501769762346,42.35783411981125,33.95114634668952,93.34
KOMPAP,125.49224968579807,56.9362261669954,0.761841669426964,-17.310325938099144,-10.338899803536348,8.877005347593583,7.409534750143591,14.089121887287027,30.52
EDINVEST,-19.17050691244239,80.95396931287524,26.711749788672865,-6.40822784810127,0.9988014382740711,-4.82889733840304,-15.839999999999998,-14.289632473944051,36.46
SIMPLE,-5.386828644501286,111.4227779655289,-12.169783318492128,12.902144772117955,-3.710874475637298,-24.340820312500004,2.1956087824351362,9.83831186626472,36.49
MWTRADE,173.5910878112713,-45.1867816091954,15.279503105590068,-52.39503252513306,-42.10225975804612,-28.174440527912118,-19.616499736425933,-15.023237583291346,178.59
CZTOREBKA,-13.809742647058833,56.772334293948134,60.8342989571263,-53.98560383897626,-35.90225563909775,-2.4991669443518827,-72.41474400220608,-75.83276871299884,900.31
ENAP,51.817507418397625,-2.141560798548094,21.741051701281492,1.1622708985248011,14.307613694430254,7.705008255365979,-10.049504950495038,-3.8553069966682636,21.01
REMAK,49.01960784313725,12.08791208791209,7.058823529411767,-24.778761061946902,-19.228020014295925,-26.36842105263158,41.89693801344286,42.59850905218317,28.17
ESOTIQ,229.2604501607717,50.85820895522388,-31.22915062868873,-31.76326387672912,163.0584983878397,-67.07113605338996,65.93,,
LIBET,-24.390243902439025,358.95522388059703,-55.33333333333334,-34.78260869565217,53.333333333333336,-28.994082840236686,-35.0,-13.907284768211921,151.0
ALTA,72.34367056431111,-25.265957446808507,-3.3419023136246793,-35.15122648249584,-1.777777777777773,11.502347417840365,22.335673261008306,-50.23817084788821,62.98
ATLANTAPL,31.942544459644317,69.01734104046243,-14.469347396176666,18.840579710144922,-40.558789289871946,-25.704895346825808,33.66473988439307,18.331053351573196,36.55
ERG,21.216488901700778,33.78326263015811,-33.47870702924576,-23.267716535433074,0.5542359461599248,200.35671819262785,8.516129032258066,-14.788345244639917,18.19
PRAGMAINK,-35.06069094304389,-15.901060070671369,-30.238290879211178,-37.12760461511968,57.79891304347828,3.720405862457724,-36.77833214540271,-17.08037825059103,67.68
KOMPUTRON,19.668900275916428,6.596638655462186,-24.05871091257179,-43.86530539136665,-8.789413494527041,-4.553251208482761,0.0,-30.210033735988688,91.89
ARTERIA,75.83892617449663,-29.565964761495483,22.216386554621852,-41.46941284967723,-18.430290872617856,-35.54226604170033,12.307133781085485,-43.90591589451176,98.21
JWWINVEST,-40.168350168350166,28.57142857142856,107.92079207920794,-38.03680981595092,17.93,,,,
MEXPOLSKA,70.33816425120771,-54.38519171441164,-23.11080989495086,-7.230430682175408,-37.602981561396625,51.14141713608065,261.13490364025694,18.527918781725887,7.88
4FUNMEDIA,67.97723745473358,-13.97418780596351,-53.574380165289256,23.690263225146932,83.021515434986,-4.168534289556252,-6.925323320817689,-68.28526065096587,75.58
WIKANA,28.608630952380956,144.141689373297,66.69190007570022,-36.551392891450526,-21.196063588190768,-13.716525146962766,-34.051259961231956,-44.61409996421329,83.83
IFIRMA,352.54237288135596,75.62790697674417,57.74027879677182,-47.15005816207832,25.79,,,,
CAPITAL,65.5377302436126,-18.852459016393443,-44.036697247706435,-50.32837421257204,30.802945301542778,10.606942020554584,-19.459628299234733,65.79492490937339,38.62
NANOGROUP,-18.04798255179935,255.08228460793805,-34.72353870458135,-23.73493975903615,41.5,,,,
QUANTUM,52.1825396825397,53.34685598377282,2.7083333333333313,3.839913466738783,37.4721189591078,51.12359550561796,90.98712446351931,-21.548821548821554,5.94
SKOTAN,-14.15637860082305,146.5753424657534,4.285714285714298,-16.66666666666667,-24.999999999999996,-5.084745762711868,-42.15686274509804,-59.99999999999999,137.7
PRIMETECH,-5.96933187294633,-4.096638655462172,-13.493866424352577,22.01,,,,,
SFINKS,40.91796874999999,-45.47390841320554,-25.446605795950774,-43.35507083427029,-45.8936610293223,-29.067057909726426,140.59385382059804,5.892700087950748,45.48
BETACOM,-32.05465055176038,1.8191546281433912,-33.44017094017093,22.03389830508473,-5.0742574257425614,41.17647058823527,-22.025431425976375,17.189994678020227,18.79
GROCLIN,158.26377295492486,-35.72961373390558,-47.38921817668643,-44.56266624941323,-64.29409464215878,23.27984020938082,34.69709620558492,-74.34548743335871,420.16
ATREM,10.642377756471712,12.452830188679238,53.43258891645989,-46.76354029062087,-15.166230855435185,-24.078275666477595,-4.959568733153648,-41.666666666666664,63.6
LARQ,-16.879951249238268,-10.229759299781188,-61.88490408673895,-60.16611295681063,105.95278823126925,47.51450921019429,39.63,,
EFEKT,24.509063444108758,45.89531680440773,-50.0,-7.397959183673484,-8.045977011494253,28.636089318044665,53.710575139146584,49.722222222222214,14.4
SOHODEV,-31.074481074481078,-2.6159334126040505,-50.500294290759264,-83.45908581998734,31.795727208571243,16.669161676646713,133.6,,
EUCO,-10.240427426536066,35.95641646489105,-45.56836902800659,-73.80459174866218,-41.720321931589545,-20.22471910112359,74.5098039215686,76.47058823529413,80.92
TBULL,-47.784200385356456,90.10989010989013,-51.060651329548854,33.47,,,,,
SOLAR,33.60433604336042,-29.714285714285715,9.374999999999998,-56.75675675675676,-10.48387096774195,24.000000000000007,-36.30573248407644,-50.78369905956113,95.7
SKYLINE,-6.297502714440825,23.37575351640993,-14.636935391652367,8.431494110353375,193.27272727272728,1.8518518518518452,-1.8181818181818117,-61.80555555555556,14.4
ENERGOINS,69.22486569455104,-4.751461988304095,0.0,-32.743362831858406,-77.4,-44.25863991081383,-23.594548551959107,-30.941176470588236,306.0
YOLO,633.8735818476499,-53.2221379833207,-22.63929618768329,-60.293432696786205,-55.786655683690284,97.12,,,
MOSTALPLC,140.4040404040404,56.151419558359635,112.04013377926418,-68.88657648283038,-8.563273073263561,-18.590240123934937,30.4040404040404,-28.260869565217394,27.6
INC,-42.6370265819807,579.6163069544364,28.176229508196723,-26.89138576779026,-5.853314527503526,-25.798011512297226,42.2933730454207,13.43,
PBG,-33.993157380254154,233.22475570032574,-83.32880803692642,-42.74387874076953,-93.32298781373913,7470.7662082514735,8.575085324232074,-25.79930357708135,31.59
PMPG,99.9532491818607,79.14572864321609,-58.7707182320442,-22.937732836615215,8.050603795284639,113.37423312883435,16.3,,
OPENFIN,-58.36873406966864,1.030042918454929,-37.33189887036041,-81.48037457660888,30.975991649269304,-53.00177837738395,13.637630662020902,-84.47070536545246,924.06
TRITON,58.28912466843502,31.588132635253046,-19.238900634249465,-34.42698706099816,47.210884353741505,24.893797790994054,-4.6963562753036445,-26.488095238095244,16.8
BRASTER,125.24850894632206,-5.273069679849329,-42.09378407851691,-71.04972375690609,-42.94334864451049,48.118996798292436,74.96,,
ITMTRADE,102.77777777777779,-93.11663479923517,-37.95966785290628,-13.494099538224726,19.49,,,,
CCENERGY,271.9953325554259,-16.63424124513618,0.0,0.0,0.0,0.0,-82.04366812227074,-45.45021438780371,104.95
DIGITREE,7.784743991640534,87.83120706575075,10.19,,,,,,
COMPERIA,126.52218782249743,-1.4242115971515825,-59.19468659194687,59.430840502978164,100.13245033112582,-57.320520067834934,-62.90626965820926,47.69,
SANWIL,-40.66215901142458,342.62125902992784,0.0,-30.933713471133288,170.84942084942085,-19.44012441679627,-28.713968957871398,-18.223028105167725,11.03
MOJ,42.192982456140356,22.712594187298183,55.09181969949915,-28.26347305389221,23.156342182890846,-23.30316742081448,-31.842713955281422,-24.593023255813947,17.2
STAPORKOW,-4.50867052023122,89.90120746432494,0.0,-43.73069796170476,2.4035420619860894,-23.177842565597658,-53.846153846153854,-66.43835616438356,132.86
REDAN,100.58651026392961,-19.76470588235294,-55.09772847332277,-51.36176772867421,-55.87301587301587,54.38473656572729,-13.71394049237274,3.2756200280767342,64.11
ELKOP,84.05132905591199,38.45177664974619,-19.999999999999996,16.292798110979916,-61.63949275362318,50.81967213114752,-34.67202141900937,24.361820199778027,18.02
MUZA,98.10126582278481,2.9986962190352076,2.9530201342281845,-24.823410696266397,1.4329580348004154,20.172201722017203,-6.872852233676972,-12.261306532663307,9.95
DROZAPOL,205.6731583403895,56.83930942895086,-12.135355892648775,-27.8011794439764,3.2173913043478195,9.315589353612172,-50.307038261691076,-28.648466464442198,29.67
PROCAD,31.254331254331266,92.65687583444593,-45.007342143906016,-5.613305613305617,8.823529411764707,-16.917293233082713,86.23103850641773,-25.736568457538986,11.54
DGA,57.78175313059035,-20.02861230329042,-28.8911495422177,99.79674796747967,22.69326683291771,-24.339622641509436,-13.821138211382122,-25.273390036452003,8.23
UNIMA,57.800511508951395,24.32432432432433,5.892255892255886,-31.724137931034473,0.9280742459396761,42.479338842975196,-4.7244094488188955,-15.558510638297873,7.52
ZREMB,214.33260393873084,53.09882747068678,39.81264637002343,16.66666666666665,-33.45454545454545,-12.4203821656051,-48.56674856674857,-19.031830238726787,15.08
IZOLACJA,27.95321637426899,44.18212478920744,-9.74124809741249,-13.552631578947361,48.148148148148145,21.56398104265403,-34.6749226006192,-19.047619047619055,7.98
INVISTA,2030.5803571428569,-14.011516314779263,-57.60781122864117,-35.145118733509236,-2.9200819672131164,-40.012292562999384,2.7470792548152745,-8.758282915586284,34.71
HARPER,-46.02173913043478,1711.023622047244,-33.50785340314136,-83.78607809847198,-19.562990781836806,-45.879526977087956,-49.70260223048327,-23.184008566839193,280.15
IBSM,201.29870129870133,-51.059322033898304,-9.923664122137412,-29.946524064171125,-28.62595419847328,15.418502202643175,9.08,,
TXM,0.0,-8.685446009389663,-57.86350148367953,-87.40343882382258,80.26,,,,
INDYGO,0.0,0.0,0.0,-30.588235294117652,37.09677419354839,-90.14084507042254,34.24824641659044,32.79,
INTERBUD,-16.076555023923444,161.24999999999997,84.33179723502305,-39.385474860335194,-7.253886010362689,-14.031180400890875,-39.07734056987788,-38.93951946975973,12.07
KRAKCHEM,38.095238095238095,13.513513513513505,-66.36363636363636,-47.61904761904761,-26.82926829268293,-23.87267904509284,-3.333333333333338,-45.070422535211264,63.9
KBDOM,-26.97547683923705,22.333333333333332,-35.76017130620985,-81.83586153247764,-10.386894388288605,-7.956368302855311,61.00206611570249,-51.24653739612189,39.71
IDMSA,-21.656615821213194,1824.2320819112626,-16.28571428571428,100.0,-33.96226415094339,-37.35224586288417,-33.385826771653534,-88.88499912480307,57.13
06MAGNA,73.5403151065802,676.2589928057554,0.0,-46.01941747572816,-51.32325141776938,-58.24782951854775,-14.130803117587263,5.998563218390811,27.84
WINVEST,-19.036697247706435,261.8257261410788,-87.5,39.60897900072412,-64.98478701825557,-38.985148514851495,-59.02896621664449,-25.0,210.36
LARK,0.0,0.0,0.0,6.696428571428567,-82.23632038065028,12.61,,,
PRIMAMODA,41.49659863945579,27.82608695652175,-71.81372549019608,-52.05640423031728,77.29166666666667,114.28571428571426,22.739726027397275,-34.82142857142857,5.6
FASTFIN,-47.12643678160919,-22.666666666666668,0.0,-94.11764705882354,-11.046511627906977,191.52542372881356,-54.61538461538461,-26.136363636363637,44.0
PCGUARD,0.0,0.0,0.0,0.0,-12.093023255813954,0.0,-75.84269662921348,-86.57414391310907,66.29
PBSFINANSE,-6.012658227848099,68.08510638297874,-21.666666666666668,-58.26086956521739,-65.40312876052948,-58.5949177877429,-2.5254978144730433,3.6757301107754303,39.72
FMG,30.131004366812228,55.78231292517007,-69.05263157894737,-28.463855421686745,-29.957805907173,9.48,,,
DREWEX,0.0,0.0,78.94736842105264,-66.47058823529412,-19.43127962085308,81.89655172413794,-50.21459227467812,-79.15921288014312,11.18
AMPLI,-15.02347417840375,195.83333333333334,0.0,0.0,0.0,0.0,-12.19512195121951,-68.33976833976834,2.59
REGNON,0.0,689.5833333333334,0.0,-49.473684210526315,-37.90849673202615,-69.46107784431138,-73.75589313776847,609.6654275092936,2.69
,30.143935371170745,-2.088383907682907,-4.95840603399234,-13.715277030006657,20.118266926243788,-1.3216603702656327,-14.46309794024159,167.5902007274825,247315.91
GRUPRACUJ,4937.56,,,,,,,,
STSHOLDING,3675.95,,,,,,,,
SHOPER,1967.54,,,,,,,,
PCFGROUP,-24.115124457473144,1930.78,,,,,,,
VERCOM,904.88,,,,,,,,
ONDE,902.49,,,,,,,,
CAPTORTX,742.21,,,,,,,,
CAVATINA,552.24,,,,,,,,
CREEPYJAR,540.15,,,,,,,,
ANSWEAR,539.43,,,,,,,,
POLTREG,320.85,,,,,,,,
AIGAMES,-57.60024867889339,482.55,,,,,,,
PURE,-4.912699273397665,184.42,,,,,,,
DADELO,158.02,,,,,,,,
BIGCHEESE,143.92,,,,,,,,
MEDINICE,36.16860715825786,92.76,,,,,,,
PGFGROUP,106.58,,,,,,,,
GIGROUP,97.32,,,,,,,,
BIOPLANET,73.92,,,,,,,,
ALTUS,60.15,,,,,,,,
K2HOLDING,56.55,,,,,,,,
BRAND24,53.81,,,,,,,,
3RGAMES,51.55,,,,,,,,
GAMEOPS,-53.540820929183575,110.85,,,,,,,
MANYDEV,42.0,,,,,,,,
GAMFACTOR,-35.70960340871846,61.02,,,,,,,
NOVAVISGR,-42.930311966475244,64.43,,,,,,,
NEXITY,-87.34375,192.0,,,,,,,
IMPERIO,17.23,,,,,,,,
PUNKPIRAT,-30.75075075075075,16.65,,,,,,,
SATIS,8.84,,,,,,,,
KRUSZWICA,,35.24639851661676,25.127999196867783,-44.126170932819775,18.30515473039234,15.686709373640536,-12.06909483663857,-5.691447973403129,1413.7
ELEMENTAL,,13.883060954063593,63.458327692793645,-43.9642965510266,-35.37591712012026,-16.51159618008185,47.94929759405781,45.098843168838776,341.45
JWCONSTR,,-1.9666445280791027,27.616895041672542,-43.2317562149158,-4.750992972807814,-9.240901213171579,95.58438036698907,-19.766472060050038,275.77
IDEABANK,,-33.83290816326531,-1.2387150955280357,-89.49851726912944,2.5707420494699664,-10.82996818866992,1983.57,,
PGO,,18.100438635753303,-47.031768610715986,-56.199376947040506,481.5,,,,
POLNORD,,255.82308566704558,-65.42076112202966,-11.296713049541978,18.98996756430566,-43.45971766110803,132.14851485148515,-28.02166476624857,280.64
IMPEL,,82.54564423578509,7.202773738955372,-69.75713705858477,-1.878526385662139,-21.409567530909275,-0.6684630531661271,-3.7530236153711907,401.01
ALTUSTFI,,-41.57484941971499,-31.033434650455934,-85.44161897457077,-23.811022206239322,30.291671547381984,28.250582137760095,532.52,
BIK,,0.16580998176089257,1.0556300268096557,-10.134015961451585,-10.619111709286676,74.3,,,
ELBUDOWA,,-90.70684314277669,-70.7832812242883,-66.96744034353426,-27.195377735565316,-18.11597725173772,76.15378028940835,-32.91015625,522.24
NOWAGALA,,32.85632512879223,48.99786780383794,-72.67536704730831,56.40605066520867,-4.090194022024128,8.929931454683926,-40.7624633431085,88.66
WORKSERV,,136.52729384436702,-64.72757066775911,-64.37146506112025,-58.725544828832625,-29.508875488364186,-19.453399577564763,56.056582371388544,749.35
PEMANAGER,,53.59165424739197,-59.5100168959691,-43.716886292623286,-29.509217141489106,-47.375714969637414,396.87,,
PRAGMAFA,,105.04926108374384,-30.58345800384698,-0.5737356566085914,42.606060606060616,4.133796150205108,-8.858211101524306,-21.6185752930568,44.36
K2INTERNT,,137.94781070322867,-20.888733379986,-10.154039610185478,-0.3758221108675258,-15.751978891820578,52.51509054325955,-15.819783197831972,29.52
AWBUD,,31.047723532638507,110.5080831408776,-73.0637636080871,-31.81336161187699,78.7338893100834,45.50468836183122,-58.503089951934086,43.69
KANIA,,0.0,-89.90413877054169,-27.589246364037024,-34.08859840232388,-6.383846624515613,-18.68538891038752,-26.275676556896,490.72
HUBSTYLE,,541.6012558869702,19.51219512195122,34.42622950819673,-85.17757009345794,93.35019877123237,27.67,,
IMPERA,,112.08333333333333,-18.55203619909502,-35.1430667644901,12.36603462489695,-4.4129235618597225,-11.19664100769769,-31.528509822712035,20.87
ZASTAL,,1874.4493392070485,-46.39905548996458,80.59701492537313,-61.11111111111111,-24.99999999999999,-42.85714285714286,-47.27374929735806,53.37
IALBGR,,-7.4183976261127595,-78.05989583333331,0.0,-87.13890982165285,119.43,,,
PLATYNINW,,308.93470790378007,-59.3006993006993,-27.850655903128153,272.5563909774436,-99.7039411443899,898.47,,
ORBIS,,,25.831358348471547,-2.4863213612005355,26.71229211385353,18.892380343073658,40.18293800819554,8.982465993098726,1851.83
BSCDRUK,,,39.92777738440843,-24.19012855954266,12.398564059247628,-7.143057228493795,42.187437766359984,0.39185893078491335,250.09
ATM,,,23.572184480934013,-25.576727642276428,3.6362200163248115,10.001158547181841,-17.17603032193063,-8.968619658026334,457.93
